EmployeeNumber,JobRole,ONET_SOC_Code,Skill_Name,Skill_Type
145,Healthcare Representative,41-4011.00,MicroStrategy,Software
145,Healthcare Representative,41-4011.00,NortonLifeLock cybersecurity software,Software
145,Healthcare Representative,41-4011.00,Tax software,Software
145,Healthcare Representative,41-4011.00,InsideSales.com,Software
145,Healthcare Representative,41-4011.00,NetSuite ERP,Software
145,Healthcare Representative,41-4011.00,Linux,Software
145,Healthcare Representative,41-4011.00,Microsoft Access,Software
145,Healthcare Representative,41-4011.00,Act!,Software
145,Healthcare Representative,41-4011.00,Microsoft Office software,Software
145,Healthcare Representative,41-4011.00,Google Workspace software,Software
145,Healthcare Representative,41-4011.00,Microsoft SharePoint,Software
145,Healthcare Representative,41-4011.00,Oracle Hyperion,Software
145,Healthcare Representative,41-4011.00,Microsoft PowerPoint,Software
145,Healthcare Representative,41-4011.00,Oracle PeopleSoft,Software
145,Healthcare Representative,41-4011.00,LinkedIn,Software
145,Healthcare Representative,41-4011.00,AdTrack Customer Acquisition Management CAM,Software
145,Healthcare Representative,41-4011.00,LogMeIn GoToWebinar,Software
145,Healthcare Representative,41-4011.00,Amazon Web Services AWS software,Software
145,Healthcare Representative,41-4011.00,R,Software
145,Healthcare Representative,41-4011.00,AMG Teleran SalesInSync,Software
145,Healthcare Representative,41-4011.00,Microsoft Azure software,Software
145,Healthcare Representative,41-4011.00,Microsoft Excel,Software
145,Healthcare Representative,41-4011.00,Voice over internet protocol VoIP system software,Software
145,Healthcare Representative,41-4011.00,Teradata Database,Software
145,Healthcare Representative,41-4011.00,Google Analytics,Software
145,Healthcare Representative,41-4011.00,Oracle Fusion Applications,Software
145,Healthcare Representative,41-4011.00,Web browser software,Software
145,Healthcare Representative,41-4011.00,Enterprise application integration EAI software,Software
145,Healthcare Representative,41-4011.00,Apache Hadoop,Software
145,Healthcare Representative,41-4011.00,LogMeIn GoToMeeting,Software
145,Healthcare Representative,41-4011.00,IBM Notes,Software
147,Laboratory Technician,29-2012.00,Science,Essential
147,Laboratory Technician,29-2012.00,Active Listening,Essential
147,Laboratory Technician,29-2012.00,Reading Comprehension,Essential
147,Laboratory Technician,29-2012.00,Critical Thinking,Essential
147,Laboratory Technician,29-2012.00,Active Learning,Essential
147,Laboratory Technician,29-2012.00,Learning Strategies,Essential
147,Laboratory Technician,29-2012.00,Writing,Essential
147,Laboratory Technician,29-2012.00,MEDITECH software,Software
147,Laboratory Technician,29-2012.00,Microsoft Excel,Software
147,Laboratory Technician,29-2012.00,FileMaker Pro,Software
147,Laboratory Technician,29-2012.00,Google Docs,Software
147,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,Software
147,Laboratory Technician,29-2012.00,Commercial plate reader software,Software
147,Laboratory Technician,29-2012.00,Email software,Software
147,Laboratory Technician,29-2012.00,Microsoft Word,Software
147,Laboratory Technician,29-2012.00,Laboratory information system LIS,Software
147,Laboratory Technician,29-2012.00,Specimen tracking software,Software
147,Laboratory Technician,29-2012.00,Database software,Software
147,Laboratory Technician,29-2012.00,Microsoft PowerPoint,Software
147,Laboratory Technician,29-2012.00,Hematology laboratory workflow management software,Software
147,Laboratory Technician,29-2012.00,Medical system integration software,Software
147,Laboratory Technician,29-2012.00,Microsoft Office software,Software
147,Laboratory Technician,29-2012.00,Electronic medical record EMR software,Software
147,Laboratory Technician,29-2012.00,SAP software,Software
147,Laboratory Technician,29-2012.00,National Instruments LabVIEW,Software
147,Laboratory Technician,29-2012.00,Reimbursement screening software,Software
148,Manager,11-1021.00,Active Listening,Essential
148,Manager,11-1021.00,Science,Essential
148,Manager,11-1021.00,Monitoring,Essential
148,Manager,11-1021.00,Learning Strategies,Essential
148,Manager,11-1021.00,Active Learning,Essential
148,Manager,11-1021.00,Speaking,Essential
148,Manager,11-1021.00,Reading Comprehension,Essential
148,Manager,11-1021.00,Fund accounting software,Software
148,Manager,11-1021.00,Oracle Business Intelligence Enterprise Edition,Software
148,Manager,11-1021.00,Dropbox,Software
148,Manager,11-1021.00,SAS,Software
148,Manager,11-1021.00,Geographic information system GIS software,Software
148,Manager,11-1021.00,ADP Workforce Now,Software
148,Manager,11-1021.00,Avidian Technologies Prophet,Software
148,Manager,11-1021.00,IBM InfoSphere DataStage,Software
148,Manager,11-1021.00,Microsoft Windows,Software
148,Manager,11-1021.00,Microsoft Access,Software
148,Manager,11-1021.00,NetSuite NetCRM,Software
148,Manager,11-1021.00,Facebook,Software
148,Manager,11-1021.00,MicroStrategy,Software
148,Manager,11-1021.00,HEAT Software GoldMine,Software
148,Manager,11-1021.00,Microsoft Visio,Software
148,Manager,11-1021.00,Google Ads,Software
148,Manager,11-1021.00,Adobe Photoshop,Software
148,Manager,11-1021.00,Oracle Taleo,Software
148,Manager,11-1021.00,LinkedIn,Software
148,Manager,11-1021.00,LexisNexis,Software
148,Manager,11-1021.00,IBM Power Systems software,Software
148,Manager,11-1021.00,Salesforce software,Software
148,Manager,11-1021.00,IBM Domino,Software
148,Manager,11-1021.00,The MathWorks MATLAB,Software
148,Manager,11-1021.00,Supervisory control and data acquisition SCADA software,Software
148,Manager,11-1021.00,Atlassian JIRA,Software
148,Manager,11-1021.00,Deacom ERP,Software
148,Manager,11-1021.00,Blackboard software,Software
148,Manager,11-1021.00,Savant MobileRanger,Software
148,Manager,11-1021.00,Oracle PeopleSoft Financials,Software
148,Manager,11-1021.00,Oracle Primavera Enterprise Project Portfolio Management,Software
148,Manager,11-1021.00,ActionWare,Software
148,Manager,11-1021.00,Qlik Tech QlikView,Software
148,Manager,11-1021.00,Puppet,Software
148,Manager,11-1021.00,Google Drive,Software
148,Manager,11-1021.00,Oracle Fusion Applications,Software
148,Manager,11-1021.00,Microsoft Outlook,Software
148,Manager,11-1021.00,Software on Sailboats Desktop Sales Manager,Software
148,Manager,11-1021.00,Splunk Enterprise,Software
148,Manager,11-1021.00,NortonLifeLock cybersecurity software,Software
148,Manager,11-1021.00,Microsoft Publisher,Software
148,Manager,11-1021.00,McAfee,Software
148,Manager,11-1021.00,Microsoft Project,Software
148,Manager,11-1021.00,PostgreSQL,Software
148,Manager,11-1021.00,AMG Teleran SalesInSync,Software
148,Manager,11-1021.00,Oracle Database,Software
148,Manager,11-1021.00,Microsoft Dynamics,Software
148,Manager,11-1021.00,Screencastify,Software
148,Manager,11-1021.00,GroupMe,Software
148,Manager,11-1021.00,Quest Erwin Data Modeler,Software
148,Manager,11-1021.00,Oracle JD Edwards EnterpriseOne,Software
148,Manager,11-1021.00,R,Software
148,Manager,11-1021.00,Microsoft Visual Basic for Applications VBA,Software
148,Manager,11-1021.00,Human resource management software HRMS,Software
148,Manager,11-1021.00,CNC Mastercam,Software
148,Manager,11-1021.00,Social media sites,Software
148,Manager,11-1021.00,Citrix cloud computing software,Software
148,Manager,11-1021.00,Amazon Web Services AWS software,Software
148,Manager,11-1021.00,Sugar CRM,Software
148,Manager,11-1021.00,Microsoft Exchange,Software
148,Manager,11-1021.00,Microsoft Dynamics GP,Software
148,Manager,11-1021.00,Job control language JCL,Software
148,Manager,11-1021.00,SAP Crystal Reports,Software
148,Manager,11-1021.00,Sage 50 Accounting,Software
148,Manager,11-1021.00,Act!,Software
148,Manager,11-1021.00,YouTube,Software
148,Manager,11-1021.00,Veritas NetBackup,Software
148,Manager,11-1021.00,Salesforce.com Salesforce CRM,Software
148,Manager,11-1021.00,Oracle E-Business Suite Financials,Software
148,Manager,11-1021.00,Adobe Creative Cloud software,Software
148,Manager,11-1021.00,Oracle PeopleSoft,Software
148,Manager,11-1021.00,Microsoft OneNote,Software
148,Manager,11-1021.00,SAP software,Software
148,Manager,11-1021.00,Airtable,Software
148,Manager,11-1021.00,Intuit QuickBooks,Software
148,Manager,11-1021.00,Kronos Workforce Timekeeper,Software
148,Manager,11-1021.00,Blackbaud The Raiser's Edge,Software
148,Manager,11-1021.00,Minitab,Software
148,Manager,11-1021.00,Evernote,Software
148,Manager,11-1021.00,Database software,Software
148,Manager,11-1021.00,Mozilla Firefox,Software
148,Manager,11-1021.00,Medical condition coding software,Software
148,Manager,11-1021.00,Datawatch Monarch,Software
148,Manager,11-1021.00,Microsoft Office software,Software
148,Manager,11-1021.00,Tax software,Software
148,Manager,11-1021.00,Tableau,Software
148,Manager,11-1021.00,Microsoft Excel,Software
148,Manager,11-1021.00,vtiger CRM,Software
148,Manager,11-1021.00,Apple macOS,Software
148,Manager,11-1021.00,Mozilla Thunderbird,Software
148,Manager,11-1021.00,Microsoft Word,Software
150,Laboratory Technician,29-2012.00,Learning Strategies,Essential
150,Laboratory Technician,29-2012.00,Science,Essential
150,Laboratory Technician,29-2012.00,Reading Comprehension,Essential
150,Laboratory Technician,29-2012.00,Mathematics,Essential
150,Laboratory Technician,29-2012.00,Active Listening,Essential
150,Laboratory Technician,29-2012.00,Active Learning,Essential
150,Laboratory Technician,29-2012.00,Critical Thinking,Essential
150,Laboratory Technician,29-2012.00,Minitab,Software
150,Laboratory Technician,29-2012.00,Quality control software,Software
150,Laboratory Technician,29-2012.00,Microsoft Word,Software
150,Laboratory Technician,29-2012.00,IBM Notes,Software
150,Laboratory Technician,29-2012.00,Microsoft PowerPoint,Software
150,Laboratory Technician,29-2012.00,Microsoft Office software,Software
150,Laboratory Technician,29-2012.00,Microscopic image capturing software,Software
150,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,Software
150,Laboratory Technician,29-2012.00,Quizlet,Software
150,Laboratory Technician,29-2012.00,Commercial plate reader software,Software
150,Laboratory Technician,29-2012.00,SAP software,Software
150,Laboratory Technician,29-2012.00,Microsoft Outlook,Software
150,Laboratory Technician,29-2012.00,Email software,Software
150,Laboratory Technician,29-2012.00,Hematology laboratory workflow management software,Software
150,Laboratory Technician,29-2012.00,Microsoft Excel,Software
150,Laboratory Technician,29-2012.00,Google Docs,Software
150,Laboratory Technician,29-2012.00,Laboratory information system LIS,Software
150,Laboratory Technician,29-2012.00,Medical digital imaging software,Software
150,Laboratory Technician,29-2012.00,Specimen tracking software,Software
151,Research Scientist,19-1029.01,Active Listening,Essential
151,Research Scientist,19-1029.01,Critical Thinking,Essential
151,Research Scientist,19-1029.01,Monitoring,Essential
151,Research Scientist,19-1029.01,Science,Essential
151,Research Scientist,19-1029.01,Learning Strategies,Essential
151,Research Scientist,19-1029.01,Mathematics,Essential
151,Research Scientist,19-1029.01,Writing,Essential
151,Research Scientist,19-1029.01,Docker,Software
151,Research Scientist,19-1029.01,GenBank,Software
151,Research Scientist,19-1029.01,Biomatters Geneious,Software
151,Research Scientist,19-1029.01,Microsoft SharePoint,Software
151,Research Scientist,19-1029.01,Relational database management software,Software
151,Research Scientist,19-1029.01,C,Software
151,Research Scientist,19-1029.01,The MathWorks MATLAB,Software
151,Research Scientist,19-1029.01,Cufflinks,Software
151,Research Scientist,19-1029.01,Microsoft SQL Server,Software
151,Research Scientist,19-1029.01,Tableau,Software
151,Research Scientist,19-1029.01,BioPerl,Software
151,Research Scientist,19-1029.01,Django,Software
151,Research Scientist,19-1029.01,Salesforce software,Software
151,Research Scientist,19-1029.01,Life Technologies SOLiD,Software
151,Research Scientist,19-1029.01,dbSNP,Software
151,Research Scientist,19-1029.01,ClustalW,Software
151,Research Scientist,19-1029.01,Extensible markup language XML,Software
151,Research Scientist,19-1029.01,Cytel StatXact,Software
151,Research Scientist,19-1029.01,Git,Software
151,Research Scientist,19-1029.01,Perl,Software
151,Research Scientist,19-1029.01,Velvet,Software
151,Research Scientist,19-1029.01,SAS,Software
151,Research Scientist,19-1029.01,Amazon Web Services AWS software,Software
151,Research Scientist,19-1029.01,User interface design software,Software
151,Research Scientist,19-1029.01,TopHat,Software
151,Research Scientist,19-1029.01,Apache Groovy,Software
151,Research Scientist,19-1029.01,MySQL,Software
151,Research Scientist,19-1029.01,NoSQL,Software
151,Research Scientist,19-1029.01,Teradata software,Software
151,Research Scientist,19-1029.01,Genedata Expressionist,Software
151,Research Scientist,19-1029.01,PostgreSQL,Software
151,Research Scientist,19-1029.01,Hypertext markup language HTML,Software
151,Research Scientist,19-1029.01,Bioconductor software,Software
151,Research Scientist,19-1029.01,Public genomic databases,Software
151,Research Scientist,19-1029.01,Primer3,Software
151,Research Scientist,19-1029.01,GitHub,Software
151,Research Scientist,19-1029.01,Roche 454 Life Sciences GS Data Analysis,Software
151,Research Scientist,19-1029.01,Microsoft Active Server Pages ASP,Software
151,Research Scientist,19-1029.01,Software development tools,Software
151,Research Scientist,19-1029.01,Ruby,Software
151,Research Scientist,19-1029.01,Bowtie,Software
151,Research Scientist,19-1029.01,R,Software
151,Research Scientist,19-1029.01,ENSEMBL,Software
151,Research Scientist,19-1029.01,IBM SPSS Statistics,Software
151,Research Scientist,19-1029.01,Web browser software,Software
151,Research Scientist,19-1029.01,BLAT,Software
151,Research Scientist,19-1029.01,Scala,Software
151,Research Scientist,19-1029.01,Formula translation/translator FORTRAN,Software
151,Research Scientist,19-1029.01,Oracle JavaServer Pages JSP,Software
151,Research Scientist,19-1029.01,Data visualization software,Software
151,Research Scientist,19-1029.01,Oracle Database,Software
151,Research Scientist,19-1029.01,GenePattern,Software
151,Research Scientist,19-1029.01,RNA sequencing software,Software
151,Research Scientist,19-1029.01,Microsoft Excel,Software
151,Research Scientist,19-1029.01,Microsoft SQL Server Reporting Services SSRS,Software
151,Research Scientist,19-1029.01,Life Technologies Vector NTI,Software
151,Research Scientist,19-1029.01,BWA,Software
151,Research Scientist,19-1029.01,Bash,Software
151,Research Scientist,19-1029.01,Structured query language SQL,Software
151,Research Scientist,19-1029.01,Illumina Laboratory Information Management System LIMS,Software
152,Sales Executive,41-4012.00,Mathematics,Essential
152,Sales Executive,41-4012.00,Writing,Essential
152,Sales Executive,41-4012.00,Active Listening,Essential
152,Sales Executive,41-4012.00,Learning Strategies,Essential
152,Sales Executive,41-4012.00,Active Learning,Essential
152,Sales Executive,41-4012.00,Monitoring,Essential
152,Sales Executive,41-4012.00,Speaking,Essential
152,Sales Executive,41-4012.00,Google Analytics,Software
152,Sales Executive,41-4012.00,Tableau,Software
152,Sales Executive,41-4012.00,Geographic information system GIS software,Software
152,Sales Executive,41-4012.00,Contact management systems,Software
152,Sales Executive,41-4012.00,Oracle Hyperion,Software
152,Sales Executive,41-4012.00,Soffront CRM Portal,Software
152,Sales Executive,41-4012.00,Cisco Webex,Software
152,Sales Executive,41-4012.00,SalesInSync,Software
152,Sales Executive,41-4012.00,Handheld computer device software,Software
152,Sales Executive,41-4012.00,Blackboard software,Software
152,Sales Executive,41-4012.00,Facebook,Software
152,Sales Executive,41-4012.00,Healthcare common procedure coding system HCPCS,Software
152,Sales Executive,41-4012.00,Microsoft Project,Software
152,Sales Executive,41-4012.00,Screencastify,Software
152,Sales Executive,41-4012.00,IBM Notes,Software
152,Sales Executive,41-4012.00,Google Slides,Software
152,Sales Executive,41-4012.00,MASterMind,Software
152,Sales Executive,41-4012.00,Virtual private networking VPN software,Software
152,Sales Executive,41-4012.00,Data entry software,Software
152,Sales Executive,41-4012.00,Hypertext markup language HTML,Software
152,Sales Executive,41-4012.00,LexisNexis,Software
152,Sales Executive,41-4012.00,SAP Business Objects,Software
152,Sales Executive,41-4012.00,Computerized time management systems,Software
152,Sales Executive,41-4012.00,Citrix cloud computing software,Software
152,Sales Executive,41-4012.00,Sage 50 Accounting,Software
152,Sales Executive,41-4012.00,Relavis CRM Portal,Software
152,Sales Executive,41-4012.00,GroupMe,Software
152,Sales Executive,41-4012.00,Qlik Tech QlikView,Software
152,Sales Executive,41-4012.00,Voice over internet protocol VoIP system software,Software
152,Sales Executive,41-4012.00,Epic Systems,Software
152,Sales Executive,41-4012.00,McAfee,Software
152,Sales Executive,41-4012.00,LinkedIn,Software
152,Sales Executive,41-4012.00,FaceTime,Software
152,Sales Executive,41-4012.00,Adobe Photoshop,Software
152,Sales Executive,41-4012.00,Autodesk AutoCAD,Software
152,Sales Executive,41-4012.00,Apache Groovy,Software
152,Sales Executive,41-4012.00,Google Classroom,Software
152,Sales Executive,41-4012.00,Microsoft Internet Explorer,Software
152,Sales Executive,41-4012.00,Commence Application Suite,Software
152,Sales Executive,41-4012.00,Oracle PeopleSoft,Software
152,Sales Executive,41-4012.00,Sales force automation software,Software
152,Sales Executive,41-4012.00,Mozilla Thunderbird,Software
152,Sales Executive,41-4012.00,Intuit QuickBooks,Software
152,Sales Executive,41-4012.00,IBM Cognos Impromptu,Software
152,Sales Executive,41-4012.00,ACT! Premium,Software
152,Sales Executive,41-4012.00,Oracle Database,Software
152,Sales Executive,41-4012.00,Tigerpaw,Software
152,Sales Executive,41-4012.00,Contract tracking software,Software
152,Sales Executive,41-4012.00,Computerized call calendars,Software
152,Sales Executive,41-4012.00,Relational database management software,Software
152,Sales Executive,41-4012.00,Zoom,Software
152,Sales Executive,41-4012.00,Google Meet,Software
152,Sales Executive,41-4012.00,Oracle Business Intelligence Enterprise Edition,Software
152,Sales Executive,41-4012.00,Google Docs,Software
152,Sales Executive,41-4012.00,HydraNet,Software
152,Sales Executive,41-4012.00,Yardi software,Software
152,Sales Executive,41-4012.00,Apple macOS,Software
152,Sales Executive,41-4012.00,HEAT Software GoldMine,Software
152,Sales Executive,41-4012.00,Advantage Signature Marketing Group Web Master,Software
152,Sales Executive,41-4012.00,interlinkONE,Software
152,Sales Executive,41-4012.00,Novo Customer Tracking Software,Software
152,Sales Executive,41-4012.00,Microsoft Excel,Software
152,Sales Executive,41-4012.00,Sage SalesLogix,Software
152,Sales Executive,41-4012.00,UNIX,Software
152,Sales Executive,41-4012.00,HubSpot software,Software
152,Sales Executive,41-4012.00,Oracle JD Edwards EnterpriseOne,Software
152,Sales Executive,41-4012.00,Aptean Onyx CRM,Software
152,Sales Executive,41-4012.00,Tax software,Software
152,Sales Executive,41-4012.00,Eko,Software
152,Sales Executive,41-4012.00,NetSuite ERP,Software
152,Sales Executive,41-4012.00,SSA Global BPCS,Software
152,Sales Executive,41-4012.00,Mozilla Firefox,Software
152,Sales Executive,41-4012.00,Microsoft Publisher,Software
152,Sales Executive,41-4012.00,Oracle E-Business Suite Financials,Software
152,Sales Executive,41-4012.00,MicroStrategy,Software
152,Sales Executive,41-4012.00,Salesforce software,Software
152,Sales Executive,41-4012.00,Microsoft Dynamics CRM,Software
152,Sales Executive,41-4012.00,NortonLifeLock cybersecurity software,Software
152,Sales Executive,41-4012.00,LogMeIn GoToMeeting,Software
152,Sales Executive,41-4012.00,FileMaker Pro,Software
152,Sales Executive,41-4012.00,IBM SPSS Statistics,Software
152,Sales Executive,41-4012.00,Oracle Fusion Applications,Software
152,Sales Executive,41-4012.00,Microsoft Dynamics GP,Software
152,Sales Executive,41-4012.00,Oracle Eloqua,Software
152,Sales Executive,41-4012.00,SAP software,Software
152,Sales Executive,41-4012.00,Microsoft Word,Software
152,Sales Executive,41-4012.00,Ardexus Mode,Software
152,Sales Executive,41-4012.00,ESRI ArcGIS software,Software
152,Sales Executive,41-4012.00,Medical condition coding software,Software
153,Manager,11-1021.00,Writing,Essential
153,Manager,11-1021.00,Science,Essential
153,Manager,11-1021.00,Mathematics,Essential
153,Manager,11-1021.00,Active Listening,Essential
153,Manager,11-1021.00,Critical Thinking,Essential
153,Manager,11-1021.00,Active Learning,Essential
153,Manager,11-1021.00,Reading Comprehension,Essential
153,Manager,11-1021.00,Microsoft Access,Software
153,Manager,11-1021.00,Minitab,Software
153,Manager,11-1021.00,Social media sites,Software
153,Manager,11-1021.00,Screencastify,Software
153,Manager,11-1021.00,Payroll software,Software
153,Manager,11-1021.00,Google Analytics,Software
153,Manager,11-1021.00,Oracle Eloqua,Software
153,Manager,11-1021.00,Oracle Business Intelligence Enterprise Edition,Software
153,Manager,11-1021.00,GroupMe,Software
153,Manager,11-1021.00,LinkedIn,Software
153,Manager,11-1021.00,Microsoft Visio,Software
153,Manager,11-1021.00,Sage 50 Accounting,Software
153,Manager,11-1021.00,Amazon Web Services AWS software,Software
153,Manager,11-1021.00,The MathWorks MATLAB,Software
153,Manager,11-1021.00,Intuit QuickBooks,Software
153,Manager,11-1021.00,SAP Crystal Reports,Software
153,Manager,11-1021.00,Nagios,Software
153,Manager,11-1021.00,Microsoft Outlook,Software
153,Manager,11-1021.00,AMG Teleran SalesInSync,Software
153,Manager,11-1021.00,Atlassian Confluence,Software
153,Manager,11-1021.00,PostgreSQL,Software
153,Manager,11-1021.00,Vanguard Software Vanguard Sales Manager,Software
153,Manager,11-1021.00,Salesforce software,Software
153,Manager,11-1021.00,Microsoft Visual Basic for Applications VBA,Software
153,Manager,11-1021.00,YouTube,Software
153,Manager,11-1021.00,Teradata Database,Software
153,Manager,11-1021.00,SeaMonkey,Software
153,Manager,11-1021.00,ADP Workforce Now,Software
153,Manager,11-1021.00,SAP software,Software
153,Manager,11-1021.00,Geographic information system GIS software,Software
153,Manager,11-1021.00,Savant MobileRanger,Software
153,Manager,11-1021.00,NetSuite NetCRM,Software
153,Manager,11-1021.00,Citrix cloud computing software,Software
153,Manager,11-1021.00,Microsoft SharePoint,Software
153,Manager,11-1021.00,Microsoft Publisher,Software
153,Manager,11-1021.00,Veritas NetBackup,Software
153,Manager,11-1021.00,Apple Final Cut Pro,Software
153,Manager,11-1021.00,Quest Erwin Data Modeler,Software
153,Manager,11-1021.00,Apple Keynote,Software
153,Manager,11-1021.00,Microsoft Excel,Software
153,Manager,11-1021.00,Medical condition coding software,Software
153,Manager,11-1021.00,Oracle E-Business Suite Financials,Software
153,Manager,11-1021.00,IBM Power Systems software,Software
153,Manager,11-1021.00,Flipgrid,Software
153,Manager,11-1021.00,Structured query language SQL,Software
153,Manager,11-1021.00,Maximizer Software Maximizer Enterprise,Software
153,Manager,11-1021.00,StataCorp Stata,Software
153,Manager,11-1021.00,LSA Visual Easy Lean,Software
153,Manager,11-1021.00,Supervisory control and data acquisition SCADA software,Software
153,Manager,11-1021.00,MicroStrategy,Software
153,Manager,11-1021.00,Kronos Workforce Timekeeper,Software
153,Manager,11-1021.00,ActionWare,Software
153,Manager,11-1021.00,Google Ads,Software
153,Manager,11-1021.00,Microsoft Exchange,Software
153,Manager,11-1021.00,Oracle PeopleSoft,Software
153,Manager,11-1021.00,NortonLifeLock cybersecurity software,Software
153,Manager,11-1021.00,Oracle Taleo,Software
153,Manager,11-1021.00,IBM SPSS Statistics,Software
153,Manager,11-1021.00,IBM Notes,Software
153,Manager,11-1021.00,Google Docs,Software
153,Manager,11-1021.00,Microsoft Project,Software
153,Manager,11-1021.00,Delphi Technology,Software
153,Manager,11-1021.00,Puppet,Software
153,Manager,11-1021.00,Dropbox,Software
153,Manager,11-1021.00,Oracle JD Edwards EnterpriseOne,Software
153,Manager,11-1021.00,Yardi software,Software
153,Manager,11-1021.00,Evernote,Software
153,Manager,11-1021.00,Extensible markup language XML,Software
153,Manager,11-1021.00,R,Software
153,Manager,11-1021.00,Oracle Fusion Applications,Software
153,Manager,11-1021.00,Google Slides,Software
153,Manager,11-1021.00,Microsoft FrontPage,Software
153,Manager,11-1021.00,Datawatch Monarch,Software
153,Manager,11-1021.00,Autodesk AutoCAD,Software
153,Manager,11-1021.00,Slack,Software
153,Manager,11-1021.00,Software on Sailboats Desktop Sales Manager,Software
153,Manager,11-1021.00,Microsoft SQL Server,Software
153,Manager,11-1021.00,Oracle Solaris,Software
153,Manager,11-1021.00,Dynamic Energy Systems MedAct,Software
153,Manager,11-1021.00,InnQuest Software roomMaster,Software
153,Manager,11-1021.00,Adobe Acrobat,Software
153,Manager,11-1021.00,Adobe Creative Cloud software,Software
153,Manager,11-1021.00,FileMaker Pro,Software
153,Manager,11-1021.00,Oracle Hyperion,Software
153,Manager,11-1021.00,Blackboard software,Software
153,Manager,11-1021.00,Act!,Software
153,Manager,11-1021.00,CNC Mastercam,Software
153,Manager,11-1021.00,Personnel scheduling software,Software
153,Manager,11-1021.00,Mozilla Firefox,Software
153,Manager,11-1021.00,Oracle Database,Software
153,Manager,11-1021.00,Realization Streamliner,Software
154,Sales Executive,41-4012.00,Critical Thinking,Essential
154,Sales Executive,41-4012.00,Reading Comprehension,Essential
154,Sales Executive,41-4012.00,Monitoring,Essential
154,Sales Executive,41-4012.00,Speaking,Essential
154,Sales Executive,41-4012.00,Science,Essential
154,Sales Executive,41-4012.00,Active Listening,Essential
154,Sales Executive,41-4012.00,Mathematics,Essential
154,Sales Executive,41-4012.00,Google Meet,Software
154,Sales Executive,41-4012.00,SSA Global BPCS,Software
154,Sales Executive,41-4012.00,Screencastify,Software
154,Sales Executive,41-4012.00,Voice over internet protocol VoIP system software,Software
154,Sales Executive,41-4012.00,Microsoft Windows,Software
154,Sales Executive,41-4012.00,Extensible markup language XML,Software
154,Sales Executive,41-4012.00,Delphi Technology,Software
154,Sales Executive,41-4012.00,NetSuite NetCRM,Software
154,Sales Executive,41-4012.00,HubSpot software,Software
154,Sales Executive,41-4012.00,Microsoft SharePoint,Software
154,Sales Executive,41-4012.00,Salesforce software,Software
154,Sales Executive,41-4012.00,ACT! Premium,Software
154,Sales Executive,41-4012.00,Geographic information system GIS software,Software
154,Sales Executive,41-4012.00,Microsoft Access,Software
154,Sales Executive,41-4012.00,IBM Cognos Impromptu,Software
154,Sales Executive,41-4012.00,Microsoft Visio,Software
154,Sales Executive,41-4012.00,NetSuite ERP,Software
154,Sales Executive,41-4012.00,NortonLifeLock cybersecurity software,Software
154,Sales Executive,41-4012.00,Microsoft Project,Software
154,Sales Executive,41-4012.00,Microsoft Dynamics GP,Software
154,Sales Executive,41-4012.00,Microsoft Internet Explorer,Software
154,Sales Executive,41-4012.00,Epic Systems,Software
154,Sales Executive,41-4012.00,IBM SPSS Statistics,Software
154,Sales Executive,41-4012.00,vtiger CRM,Software
154,Sales Executive,41-4012.00,Oracle Hyperion,Software
154,Sales Executive,41-4012.00,Root Systems SPS Process Management,Software
154,Sales Executive,41-4012.00,Airtable,Software
154,Sales Executive,41-4012.00,Microsoft Outlook,Software
154,Sales Executive,41-4012.00,Google Docs,Software
154,Sales Executive,41-4012.00,Computerized time management systems,Software
154,Sales Executive,41-4012.00,Novo Customer Tracking Software,Software
154,Sales Executive,41-4012.00,FaceTime,Software
154,Sales Executive,41-4012.00,IBM Power Systems software,Software
154,Sales Executive,41-4012.00,interlinkONE,Software
154,Sales Executive,41-4012.00,Apple macOS,Software
154,Sales Executive,41-4012.00,Blink,Software
154,Sales Executive,41-4012.00,LexisNexis,Software
154,Sales Executive,41-4012.00,Relational database management software,Software
154,Sales Executive,41-4012.00,Medical condition coding software,Software
154,Sales Executive,41-4012.00,Slack,Software
154,Sales Executive,41-4012.00,Adobe Dreamweaver,Software
154,Sales Executive,41-4012.00,GroupMe,Software
154,Sales Executive,41-4012.00,Aptean Onyx CRM,Software
154,Sales Executive,41-4012.00,HEAT Software GoldMine,Software
154,Sales Executive,41-4012.00,IBM Notes,Software
154,Sales Executive,41-4012.00,SAS,Software
154,Sales Executive,41-4012.00,Social media sites,Software
154,Sales Executive,41-4012.00,Tax software,Software
154,Sales Executive,41-4012.00,SAP software,Software
154,Sales Executive,41-4012.00,Evernote,Software
154,Sales Executive,41-4012.00,Oracle JD Edwards EnterpriseOne,Software
154,Sales Executive,41-4012.00,Microsoft PowerPoint,Software
154,Sales Executive,41-4012.00,Cisco Webex,Software
154,Sales Executive,41-4012.00,Virtual private networking VPN software,Software
154,Sales Executive,41-4012.00,Oracle E-Business Suite Financials,Software
154,Sales Executive,41-4012.00,Apple Keynote,Software
154,Sales Executive,41-4012.00,Maximizer Software Maximizer Enterprise,Software
154,Sales Executive,41-4012.00,Eko,Software
154,Sales Executive,41-4012.00,Microsoft Dynamics CRM,Software
154,Sales Executive,41-4012.00,Microsoft Publisher,Software
154,Sales Executive,41-4012.00,SamePage StudioCRM,Software
