EmployeeNumber,ONET_SOC_Code,Missing_Skill_Name,Importance_Weight,Recommended_Course_ID,Recommended_Course_Title,Match_Similarity
554,41-4012.00,SalesInSync,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Oracle Eloqua,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Ardexus Mode,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,MASterMind,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Screencastify,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Google Classroom,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,SSA Global BPCS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,UNIX,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Eclipse IDE,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,LogMeIn GoToMeeting,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Contact management systems,3.0,CRS-106,Technical Sales & Enterprise Negotiation,0.2433
554,41-4012.00,YouTube,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Autodesk AutoCAD,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Contract tracking software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
554,41-4012.00,Skype,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Oracle Fusion Applications,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Evernote,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Airtable,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Mozilla Firefox,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Microsoft Internet Explorer,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
554,41-4012.00,Soffront CRM Portal,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Google Slides,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,NetSuite ERP,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Oracle PeopleSoft,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Hypertext markup language HTML,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,interlinkONE,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Adobe Dreamweaver,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Computerized time management systems,3.0,CRS-106,Technical Sales & Enterprise Negotiation,0.2433
554,41-4012.00,Microsoft Exchange,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
554,41-4012.00,Sage SalesLogix,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Google Meet,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Critical Thinking,3.5,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
554,41-4012.00,IBM Power Systems software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
554,41-4012.00,SAP Business Objects,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2711
554,41-4012.00,Google Drive,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Mathematics,2.25,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Voice over internet protocol VoIP system software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
554,41-4012.00,Adobe InDesign,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Intuit QuickBooks,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,IBM SPSS Statistics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Microsoft Windows,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
554,41-4012.00,Database software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
554,41-4012.00,Oracle Business Intelligence Enterprise Edition,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4244
554,41-4012.00,Writing,3.25,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
554,41-4012.00,Google Analytics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,HEAT Software GoldMine,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Google Docs,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,SamePage StudioCRM,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Slack,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Tax software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Data entry software,3.0,CRS-103,Python & Software Engineering Architecture,0.4034
555,41-4012.00,Oracle Database,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,SAS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Microsoft Publisher,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Facebook,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,SalesInSync,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Extensible markup language XML,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Oracle Eloqua,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Microsoft Dynamics GP,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Ardexus Mode,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Microsoft Visio,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Commence Application Suite,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,MASterMind,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Oracle E-Business Suite Financials,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2711
555,41-4012.00,Google Classroom,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,NortonLifeLock cybersecurity software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,LogMeIn GoToWebinar,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Contract tracking software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Skype,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Speaking,4.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Adobe Photoshop,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Hypertext markup language HTML,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Microsoft Word,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Adobe Dreamweaver,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Computerized time management systems,3.0,CRS-106,Technical Sales & Enterprise Negotiation,0.2433
555,41-4012.00,Fund accounting software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Contract Central,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Writing,3.25,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Sage SalesLogix,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Yardi software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Ardexus TASC,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Critical Thinking,3.5,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
555,41-4012.00,SAP Business Objects,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2711
555,41-4012.00,McAfee,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,IBM Cognos Impromptu,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Relavis CRM Portal,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Adobe InDesign,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Advantage Signature Marketing Group Web Master,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.2163
555,41-4012.00,IBM SPSS Statistics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,LexisNexis,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Apple Keynote,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Medical condition coding software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
555,41-4012.00,Microsoft SharePoint,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Microsoft Dynamics,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
555,41-4012.00,Google Analytics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Tableau,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
555,41-4012.00,Novo Customer Tracking Software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,Science,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
556,29-2012.00,Electronic medical record EMR software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,Microsoft PowerPoint,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
556,29-2012.00,Microsoft Office software,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2309
556,29-2012.00,Commercial plate reader software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,Learning Strategies,2.75,CRS-101,Critical Thinking & Strategic Problem Solving,0.3059
556,29-2012.00,Test routing software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,IBM Notes,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
556,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
556,29-2012.00,Medical system integration software,3.0,CRS-103,Python & Software Engineering Architecture,0.439
556,29-2012.00,Speaking,3.12,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
556,29-2012.00,MEDITECH software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,SAP software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
556,29-2012.00,Microsoft Word,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Tableau,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Qlik Tech QlikView,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Google Docs,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,NetSuite NetCRM,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,StataCorp Stata,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Oracle Primavera Enterprise Project Portfolio Management,3.0,CRS-107,Agile Project Management & Operations,0.4044
558,11-1021.00,R,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,SAS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,SAP Crystal Reports,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Facebook,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,IBM Notes,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Extensible markup language XML,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Social media sites,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft Visio,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Oracle Taleo,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Apple macOS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,FileMaker Pro,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft Project,3.0,CRS-107,Agile Project Management & Operations,0.2332
558,11-1021.00,Realization Streamliner,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,YouTube,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Active Learning,3.62,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
558,11-1021.00,Atlassian JIRA,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Airtable,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Shell script,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Google Slides,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Veritas NetBackup,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft FrontPage,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Act!,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Structured query language SQL,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Microsoft Exchange,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Yardi software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
558,11-1021.00,Adobe Acrobat,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Salesforce.com Salesforce CRM,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Critical Thinking,3.88,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
558,11-1021.00,Microsoft Visual Basic,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Oracle Hyperion,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,SAP Business Objects,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2711
558,11-1021.00,Datawatch Monarch,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Science,1.5,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft PowerPoint,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Minitab,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft Outlook,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,IBM SPSS Statistics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Teradata Database,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Apple Keynote,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Oracle JD Edwards EnterpriseOne,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Microsoft Windows,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,Blackboard software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
558,11-1021.00,IBM Domino,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,Oracle Business Intelligence Enterprise Edition,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4244
558,11-1021.00,Microsoft Dynamics,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
558,11-1021.00,CNC Mastercam,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
558,11-1021.00,The MathWorks MATLAB,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Canu,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,StataCorp Stata,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,dbSNP,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Formula translation/translator FORTRAN,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Microsoft Excel,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4618
560,19-1029.01,ClustalW,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Oracle Database,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Microsoft Visual Basic for Applications VBA,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
560,19-1029.01,Apache Groovy,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Microsoft SQL Server Reporting Services SSRS,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3771
560,19-1029.01,Bioconductor,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Python,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
560,19-1029.01,GitHub,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Tibco S-PLUS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Primer3,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Reading Comprehension,4.38,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Microsoft SQL Server,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4618
560,19-1029.01,Microsoft Access,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
560,19-1029.01,Microsoft Office software,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2309
560,19-1029.01,Velvet,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Relational database management software,3.0,CRS-103,Python & Software Engineering Architecture,0.2532
560,19-1029.01,Accelrys Pipeline Pilot,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Life Technologies Vector NTI,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Bioconductor software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
560,19-1029.01,TopHat,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,MySQL,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Mathematics,3.88,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,BLAT,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Microsoft PowerPoint,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
560,19-1029.01,Oracle Java,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,IBM SPSS Statistics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,User interface design software,3.0,CRS-103,Python & Software Engineering Architecture,0.439
560,19-1029.01,Speaking,4.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Ruby,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,Tableau,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
560,19-1029.01,The MathWorks MATLAB,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
562,29-2012.00,FileMaker Pro,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
562,29-2012.00,Google Docs,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
562,29-2012.00,Reimbursement screening software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
562,29-2012.00,Microsoft Office software,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2309
562,29-2012.00,Test result delivery software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
562,29-2012.00,National Instruments LabVIEW,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
562,29-2012.00,Medical digital imaging software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
562,29-2012.00,Quality control software,3.0,CRS-107,Agile Project Management & Operations,0.3808
562,29-2012.00,Test routing software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
562,29-2012.00,Learning Strategies,2.75,CRS-101,Critical Thinking & Strategic Problem Solving,0.3059
562,29-2012.00,Hematology laboratory workflow management software,3.0,CRS-103,Python & Software Engineering Architecture,0.2532
562,29-2012.00,Critical Thinking,3.25,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
562,29-2012.00,MEDITECH software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
562,29-2012.00,Reading Comprehension,3.75,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,Science,4.12,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,IBM Lotus 1-2-3,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,StataCorp Stata,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,IBM SPSS Statistics,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,Writing,3.88,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,Oracle Database,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,SAS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,Critical Thinking,4.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.4326
564,11-9121.00,Integrated development environment IDE software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
564,11-9121.00,Clinical trial management software,3.0,CRS-103,Python & Software Engineering Architecture,0.2532
564,11-9121.00,SAP Business Objects,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.2711
564,11-9121.00,Adobe Photoshop,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
564,11-9121.00,Microsoft Word,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
565,19-1029.01,Salesforce software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
565,19-1029.01,Data visualization software,3.0,CRS-103,Python & Software Engineering Architecture,0.4034
565,19-1029.01,Microsoft Excel,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4618
565,19-1029.01,Bowtie,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,R,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Apache HTTP Server,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Microsoft Visual Basic for Applications VBA,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
565,19-1029.01,Apache Groovy,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Scala,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Docker,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,C++,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Active Listening,4.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.3059
565,19-1029.01,BioPerl,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Biomatters Geneious,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,TIBCO Spotfire S+,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Software development tools,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
565,19-1029.01,Primer3,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Reading Comprehension,4.38,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,JavaScript,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Life Technologies SOLiD,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,GenBank,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,NCBI RefSeq,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,jQuery,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Amazon Web Services AWS software,3.0,CRS-104,AWS Cloud Infrastructure & DevOps,0.5471
565,19-1029.01,MySQL,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Bash,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,BLAT,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Microsoft PowerPoint,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
565,19-1029.01,BWA,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Oracle Java,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Web browser software,3.0,CRS-103,Python & Software Engineering Architecture,0.2195
565,19-1029.01,Learning Strategies,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.3059
565,19-1029.01,RNA sequencing software,3.0,CRS-103,Python & Software Engineering Architecture,0.3104
565,19-1029.01,Ruby,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,Tableau,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
565,19-1029.01,The MathWorks MATLAB,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Microsoft Excel,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.4618
566,13-1071.00,Oracle Primavera Enterprise Project Portfolio Management,3.0,CRS-107,Agile Project Management & Operations,0.4044
566,13-1071.00,SAP Crystal Reports,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Facebook,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Microsoft Dynamics GP,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
566,13-1071.00,Social media sites,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Microsoft Visio,3.0,CRS-102,Enterprise Data Analytics & Microsoft Excel,0.3265
566,13-1071.00,Oracle Taleo,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Oracle WebLogic Server,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Loom,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
566,13-1071.00,Human resource management software HRMS,3.0,CRS-107,Agile Project Management & Operations,0.3134
566,13-1071.00,Apple macOS,3.0,CRS-101,Critical Thinking & Strategic Problem Solving,0.0
